docTokenBegin,text,ner,nerConfidences,title,clean_text,clean_text_others
1792,England,LOCATION,{'LOCATION': 0.99923155959528},the_adventure_of_the_speckled_band,England,England
1802,Roylott,PERSON,{'PERSON': 0.99989834938349},the_adventure_of_the_speckled_band,Roylott,Roylott
1805,India,LOCATION,{'LOCATION': 0.99850523501085},the_adventure_of_the_speckled_band,India,India
1811,Mrs. Stoner,PERSON,,the_adventure_of_the_speckled_band,Mrs. Stoner,other
1821,Stoner,PERSON,{'PERSON': 0.96814659713428},the_adventure_of_the_speckled_band,Stoner,other
1825,Bengal Artillery,ORGANIZATION,{'ORGANIZATION': 0.52935046901758},the_adventure_of_the_speckled_band,Bengal Artillery,Bengal Artillery
1830,Julia,PERSON,{'PERSON': 0.99849543024085},the_adventure_of_the_speckled_band,Julia,other
1874,Roylott,PERSON,{'PERSON': 0.99838152122528},the_adventure_of_the_speckled_band,Roylott,Roylott
1909,England,LOCATION,{'LOCATION': 0.99668850001698},the_adventure_of_the_speckled_band,England,England
1925,Crewe,LOCATION,{'LOCATION': 0.96948419516699},the_adventure_of_the_speckled_band,Crewe,Crewe
1928,Roylott,PERSON,{'PERSON': 0.9998518384875},the_adventure_of_the_speckled_band,Roylott,Roylott
1939,London,LOCATION,{'LOCATION': 0.99866508782065},the_adventure_of_the_speckled_band,London,London
1953,Stoke Moran,ORGANIZATION,{'ORGANIZATION': 0.69137671393112},the_adventure_of_the_speckled_band,Stoke Moran,Stoke Moran
2017,Moran,PERSON,{'PERSON': 0.89809231905588},the_adventure_of_the_speckled_band,Moran,Moran
2243,Indian,MISC,{'MISC': 0.99999823034338},the_adventure_of_the_speckled_band,Indian,Indian
2299,Julia,PERSON,{'PERSON': 0.99806563655638},the_adventure_of_the_speckled_band,Julia,other
2430,Miss Honoria Westphail,PERSON,,the_adventure_of_the_speckled_band,Miss Honoria Westphail,other
2437,Harrow,LOCATION,{'LOCATION': 0.9851127893319},the_adventure_of_the_speckled_band,Harrow,Harrow
2454,Julia,PERSON,{'PERSON': 0.98608826642028},the_adventure_of_the_speckled_band,Julia,other
2458,Christmas two years ago,DATE,{'DATE': 0.94918387499698},the_adventure_of_the_speckled_band,Christmas two years ago,Christmas two years ago
2527,Sherlock Holmes,PERSON,{'PERSON': 0.99961310698765},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
2651,Roylott,PERSON,{'PERSON': 0.99721471202413},the_adventure_of_the_speckled_band,Roylott,Roylott
2712,Roylott,PERSON,{'PERSON': 0.99991511374318},the_adventure_of_the_speckled_band,Roylott,Roylott
2742,Indian,MISC,{'MISC': 0.99990734929802},the_adventure_of_the_speckled_band,Indian,Indian
2801,Helen,PERSON,{'PERSON': 0.99639718478875},the_adventure_of_the_speckled_band,Helen,other
2872,morning,TIME,{'TIME': 0.6076816700685},the_adventure_of_the_speckled_band,morning,morning
3031,Holmes,PERSON,{'PERSON': 0.98521159978311},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
3416,Helen,PERSON,{'PERSON': 0.87854264521123},the_adventure_of_the_speckled_band,Helen,other
3555,Holmes,PERSON,{'PERSON': 0.91920126145557},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
3707,Roylott,PERSON,{'PERSON': 0.999400793496},the_adventure_of_the_speckled_band,Roylott,Roylott
4008,Holmes,PERSON,{'PERSON': 0.99593399714297},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
4094,Armitage--Percy Armitage,PERSON,{'PERSON': 0.40491968613959},the_adventure_of_the_speckled_band,Armitage--Percy Armitage,other
4103,Mr. Armitage,PERSON,,the_adventure_of_the_speckled_band,Mr. Armitage,other
4107,Crane Water,LOCATION,{'LOCATION': 0.46362293412005},the_adventure_of_the_speckled_band,Crane Water,Crane Water
4134,spring,DATE,{'DATE': 0.87926584930173},the_adventure_of_the_speckled_band,spring,spring
4196,last night,TIME,{'TIME': 0.97783513689804},the_adventure_of_the_speckled_band,last night,last night
4284,Crown Inn,MISC,{'MISC': 0.77557768559975},the_adventure_of_the_speckled_band,Crown Inn,Crown Inn
4294,Leatherhead,LOCATION,{'LOCATION': 0.46710644965306},the_adventure_of_the_speckled_band,Leatherhead,Leatherhead
4344,Miss Roylott,PERSON,,the_adventure_of_the_speckled_band,Miss Roylott,other
4369,Holmes,PERSON,{'PERSON': 0.98987188472255},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
4419,Holmes,PERSON,{'PERSON': 0.98069087845016},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
4462,Holmes,PERSON,{'PERSON': 0.97479376133912},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
4526,Stoke Moran,ORGANIZATION,{'ORGANIZATION': 0.85563134849704},the_adventure_of_the_speckled_band,Stoke Moran,Stoke Moran
4628,Watson,PERSON,{'PERSON': 0.99618417321018},the_adventure_of_the_speckled_band,John H. Watson,John H. Watson
4754,this afternoon,TIME,{'TIME': 0.6829742433473},the_adventure_of_the_speckled_band,this afternoon,this afternoon
4783,Watson,PERSON,{'PERSON': 0.99576667651421},the_adventure_of_the_speckled_band,John H. Watson,John H. Watson
4787,Sherlock Holmes,PERSON,{'PERSON': 0.99975116059475},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
4959,Miss Helen Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Helen Stoner,other
5055,Stoke Moran,ORGANIZATION,{'ORGANIZATION': 0.39210435158476},the_adventure_of_the_speckled_band,Stoke Moran,Stoke Moran
5264,Holmes,PERSON,{'PERSON': 0.98187205801812},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
5295,Grimesby Roylott,PERSON,{'PERSON': 0.99956047417864},the_adventure_of_the_speckled_band,Grimesby Roylott,Grimesby Roylott
5300,Moran,PERSON,{'PERSON': 0.51875499476614},the_adventure_of_the_speckled_band,Moran,Moran
5310,Holmes,PERSON,{'PERSON': 0.98470948697629},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
5364,Holmes,PERSON,{'PERSON': 0.97727912683515},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
5444,Holmes,PERSON,{'PERSON': 0.95854873510335},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
5455,Holmes,PERSON,{'PERSON': 0.93401683519754},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
5466,Holmes,PERSON,{'PERSON': 0.91101061470941},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
5469,Scotland Yard,LOCATION,{'LOCATION': 0.69122882574075},the_adventure_of_the_speckled_band,Scotland Yard,Scotland Yard
5478,Holmes,PERSON,{'PERSON': 0.93788116806065},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
5534,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
5619,Holmes,PERSON,{'PERSON': 0.95807872587567},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
5725,Watson,PERSON,{'PERSON': 0.90817852960034},the_adventure_of_the_speckled_band,John H. Watson,John H. Watson
5765,Sherlock Holmes,PERSON,{'PERSON': 0.99992736926055},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
5848,1100,DATE,{'DATE': 0.87195231997731},the_adventure_of_the_speckled_band,1100,1100
5951,Watson,PERSON,{'PERSON': 0.93817480552108},the_adventure_of_the_speckled_band,John H. Watson,John H. Watson
5990,Waterloo,LOCATION,{'LOCATION': 0.9937547443758},the_adventure_of_the_speckled_band,Waterloo,Waterloo
6009,Eley,PERSON,{'PERSON': 0.89782457170644},the_adventure_of_the_speckled_band,Eley,other
6045,Waterloo,LOCATION,{'LOCATION': 0.99823390571174},the_adventure_of_the_speckled_band,Waterloo,Waterloo
6075,Surrey,LOCATION,{'LOCATION': 0.75738476532681},the_adventure_of_the_speckled_band,Surrey,Surrey
6140,spring,DATE,{'DATE': 0.90637905282949},the_adventure_of_the_speckled_band,spring,spring
6257,Moran,PERSON,{'PERSON': 0.93252319603426},the_adventure_of_the_speckled_band,Moran,Moran
6274,Grimesby Roylott,PERSON,{'PERSON': 0.99798069344784},the_adventure_of_the_speckled_band,Grimesby Roylott,Grimesby Roylott
6293,Holmes,PERSON,{'PERSON': 0.95786864082096},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
6380,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
6385,Holmes,PERSON,{'PERSON': 0.97998017246611},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
6433,Holmes,PERSON,{'PERSON': 0.99760963069329},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
6469,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
6532,Roylott,PERSON,{'PERSON': 0.99949511070598},the_adventure_of_the_speckled_band,Roylott,Roylott
6566,Holmes,PERSON,{'PERSON': 0.95765271591761},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
6580,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
6687,Harrow,LOCATION,{'LOCATION': 0.52741111756566},the_adventure_of_the_speckled_band,Harrow,Harrow
6859,Holmes,PERSON,{'PERSON': 0.99444597953898},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
6917,Roylott,PERSON,{'PERSON': 0.99755911137538},the_adventure_of_the_speckled_band,Roylott,Roylott
7078,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
7084,Holmes,PERSON,{'PERSON': 0.97899481067017},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
7213,Holmes,PERSON,{'PERSON': 0.98756326924432},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
7233,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
7333,Wilton,LOCATION,{'LOCATION': 0.33013691013015},the_adventure_of_the_speckled_band,Wilton,Wilton
7374,Holmes,PERSON,{'PERSON': 0.97663716147249},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
7710,Holmes,PERSON,{'PERSON': 0.91589379093776},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
7791,Holmes,PERSON,{'PERSON': 0.9608921201683},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
7836,Miss Stoner,PERSON,{'PERSON': 0.55523399886378},the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
7852,Grimesby Roylott,PERSON,{'PERSON': 0.99969344450273},the_adventure_of_the_speckled_band,Grimesby Roylott,Grimesby Roylott
7923,Holmes,PERSON,{'PERSON': 0.99238169374468},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
8204,Watson,PERSON,{'PERSON': 0.99774188973071},the_adventure_of_the_speckled_band,John H. Watson,John H. Watson
8274,Miss Stoner,PERSON,{'PERSON': 0.63911001995878},the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
8330,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
8355,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
8436,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
8648,Mr. Holmes,PERSON,,the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
8662,Miss Stoner,PERSON,{'PERSON': 0.5418545470061},the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
8761,Miss Stoner,PERSON,{'PERSON': 0.64522711541147},the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
8771,Roylott,PERSON,{'PERSON': 0.99982975444277},the_adventure_of_the_speckled_band,Roylott,Roylott
8819,Sherlock Holmes,PERSON,{'PERSON': 0.99969971003976},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
8866,Stoke Moran Manor House,ORGANIZATION,{'ORGANIZATION': 0.98842509138215},the_adventure_of_the_speckled_band,Stoke Moran Manor House,Stoke Moran Manor House
8876,Grimesby Roylott,PERSON,{'PERSON': 0.99880169650398},the_adventure_of_the_speckled_band,Grimesby Roylott,Grimesby Roylott
8950,spring,DATE,{'DATE': 0.83087349427423},the_adventure_of_the_speckled_band,spring,spring
8973,Watson,PERSON,{'PERSON': 0.93122054375585},the_adventure_of_the_speckled_band,John H. Watson,John H. Watson
8977,Holmes,PERSON,{'PERSON': 0.99835624197175},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
9179,Moran,PERSON,{'PERSON': 0.44030874873078},the_adventure_of_the_speckled_band,Moran,Moran
9185,Holmes,PERSON,{'PERSON': 0.95316301171585},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
9209,Roylott,PERSON,{'PERSON': 0.99921504116397},the_adventure_of_the_speckled_band,Roylott,Roylott
9414,Holmes,PERSON,{'PERSON': 0.65258265081531},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
9475,Palmer,PERSON,{'PERSON': 0.97070297662516},the_adventure_of_the_speckled_band,Palmer,other
9477,Pritchard,PERSON,{'PERSON': 0.98813381242601},the_adventure_of_the_speckled_band,Pritchard,other
9496,Watson,PERSON,{'PERSON': 0.93880424513678},the_adventure_of_the_speckled_band,John H. Watson,John H. Watson
9564,Manor House,ORGANIZATION,{'ORGANIZATION': 0.65363512288166},the_adventure_of_the_speckled_band,Manor House,Manor House
9605,Holmes,PERSON,{'PERSON': 0.98099460231502},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
9796,Holmes,PERSON,{'PERSON': 0.99678017239489},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
9894,Holmes,PERSON,{'PERSON': 0.98654794678728},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
10075,Holmes,PERSON,{'PERSON': 0.95803971855896},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
10396,Holmes,PERSON,{'PERSON': 0.99635647573662},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
10423,Watson,PERSON,{'PERSON': 0.99622887635636},the_adventure_of_the_speckled_band,John H. Watson,John H. Watson
10444,Holmes,PERSON,{'PERSON': 0.99516331591991},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
10596,Holmes,LOCATION,{'LOCATION': 0.53537790633895},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
10640,Holmes,PERSON,{'PERSON': 0.99449850644611},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
10665,Roylott,PERSON,{'PERSON': 0.99826846576511},the_adventure_of_the_speckled_band,Roylott,Roylott
10773,Grimesby Roylott,PERSON,{'PERSON': 0.9975912690913},the_adventure_of_the_speckled_band,Grimesby Roylott,Grimesby Roylott
10797,Turkish,MISC,{'MISC': 0.99999823677452},the_adventure_of_the_speckled_band,Turkish,Turkish
10886,Holmes,PERSON,{'PERSON': 0.97430253761357},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
10935,Holmes,PERSON,{'PERSON': 0.84420781588919},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
10942,India,LOCATION,{'LOCATION': 0.99856150847522},the_adventure_of_the_speckled_band,India,India
10993,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
11076,Grimesby Roylott,PERSON,{'PERSON': 0.99885849952171},the_adventure_of_the_speckled_band,Grimesby Roylott,Grimesby Roylott
11080,Stoke Moran,ORGANIZATION,{'ORGANIZATION': 0.34196508870006},the_adventure_of_the_speckled_band,Stoke Moran,Stoke Moran
11131,Harrow,LOCATION,{'LOCATION': 0.37737852754203},the_adventure_of_the_speckled_band,Harrow,Harrow
11174,Sherlock Holmes,PERSON,{'PERSON': 0.99983541913569},the_adventure_of_the_speckled_band,Sherlock Holmes,Sherlock Holmes
11203,Watson,PERSON,{'PERSON': 0.74319217649695},the_adventure_of_the_speckled_band,John H. Watson,John H. Watson
11418,India,LOCATION,{'LOCATION': 0.99834190899153},the_adventure_of_the_speckled_band,India,India
11467,Eastern,MISC,{'MISC': 0.99980386148597},the_adventure_of_the_speckled_band,Eastern,Eastern
11713,Miss Stoner,PERSON,,the_adventure_of_the_speckled_band,Miss Stoner,Miss Stoner
11851,Grimesby Roylott,PERSON,{'PERSON': 0.99985681745977},the_adventure_of_the_speckled_band,Grimesby Roylott,Grimesby Roylott
7,Mr. Sherlock Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
54,Holmes,PERSON,{'PERSON': 0.99365413867316},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
82,Watson,PERSON,{'PERSON': 0.9674063103844},the_red_headed_league,John H. Watson,John H. Watson
128,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
201,Holmes,PERSON,{'PERSON': 0.97627042633655},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
228,Watson,PERSON,{'PERSON': 0.97666235476184},the_red_headed_league,John H. Watson,John H. Watson
329,Miss Mary Sutherland,PERSON,,the_red_headed_league,Mary Sutherland,Mary Sutherland
419,Mr. Jabez Wilson,PERSON,,the_red_headed_league,Jabez Wilson,Jabez Wilson
431,this morning,TIME,{'TIME': 0.95826836482919},the_red_headed_league,this morning,this morning
547,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
570,Watson,PERSON,{'PERSON': 0.99993502201312},the_red_headed_league,John H. Watson,John H. Watson
764,British,MISC,{'MISC': 0.99999734987561},the_red_headed_league,British,British
805,Albert,PERSON,{'PERSON': 0.69941993632591},the_red_headed_league,Prince Albert,Prince Albert
875,Sherlock Holmes,PERSON,{'PERSON': 0.99853905488271},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
931,China,LOCATION,{'LOCATION': 0.99821296752078},the_red_headed_league,China,China
952,Mr. Jabez Wilson,PERSON,,the_red_headed_league,Jabez Wilson,Jabez Wilson
992,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
1172,China,LOCATION,{'LOCATION': 0.9985221004482},the_red_headed_league,China,China
1193,China,LOCATION,{'LOCATION': 0.99870548244061},the_red_headed_league,China,China
1231,China,LOCATION,{'LOCATION': 0.99632247776937},the_red_headed_league,China,China
1241,Chinese,MISC,{'MISC': 0.99999919063218},the_red_headed_league,Chinese,Chinese
1258,Mr. Jabez Wilson,PERSON,,the_red_headed_league,Jabez Wilson,Jabez Wilson
1306,Watson,PERSON,{'PERSON': 0.93182694152063},the_red_headed_league,John H. Watson,John H. Watson
1310,Holmes,PERSON,{'PERSON': 0.98140490649175},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
1358,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
1421,Red-headed League,MISC,{'MISC': 0.99734986263409},the_red_headed_league,Red-headed League,Red-headed League
1434,Ezekiah Hopkins,PERSON,{'ORGANIZATION': 0.69928385261903},the_red_headed_league,Ezekiah Hopkins,Ezekiah Hopkins
1438,Lebanon,LOCATION,{'LOCATION': 0.99719751304823},the_red_headed_league,Lebanon,Lebanon
1440,Pennsylvania,LOCATION,{'LOCATION': 0.99970686335712},the_red_headed_league,Pennsylvania,Pennsylvania
1442,U. S. A.,PERSON,{'PERSON': 0.73629389531151},the_red_headed_league,U. S. A.,other
1458,League,MISC,{'MISC': 0.99069347906651},the_red_headed_league,League,League
1501,Monday,DATE,{'DATE': 0.99852669842049},the_red_headed_league,Monday,Monday
1508,Duncan Ross,PERSON,{'PERSON': 0.99813600043474},the_red_headed_league,Duncan Ross,Duncan Ross
1516,League,MISC,{'MISC': 0.8768786463291},the_red_headed_league,League,League
1519,Pope's Court,ORGANIZATION,{'ORGANIZATION': 0.37828914788382},the_red_headed_league,Pope's Court,Pope's Court
1523,Fleet Street,LOCATION,,the_red_headed_league,Fleet Street,Fleet Street
1548,Holmes,PERSON,{'PERSON': 0.98196161120689},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
1587,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
1640,"April 27, 1890",DATE,{'DATE': 0.9942268172997},the_red_headed_league,"April 27, 1890","April 27, 1890"
1646,two months ago,DATE,{'DATE': 0.91506344205154},the_red_headed_league,two months ago,two months ago
1657,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
1674,Mr. Sherlock Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
1680,Jabez Wilson,PERSON,{'PERSON': 0.9997479201232},the_red_headed_league,Jabez Wilson,Jabez Wilson
1696,Coburg Square,LOCATION,{'LOCATION': 0.99736013085294},the_red_headed_league,Coburg Square,Coburg Square
1783,Sherlock Holmes,PERSON,{'PERSON': 0.99858167883493},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
1790,Vincent Spaulding,PERSON,{'PERSON': 0.99997156869283},the_red_headed_league,Vincent Spaulding,other
1819,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
1924,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
2091,Spaulding,PERSON,{'PERSON': 0.91733594527873},the_red_headed_league,Spaulding,other
2125,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
2162,League of the Red-headed,MISC,{'MISC': 0.99987662657249},the_red_headed_league,League of the Red-headed,League of the Red-headed
2254,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
2334,League of the Red-headed,MISC,{'MISC': 0.99979672512536},the_red_headed_league,League of the Red-headed,League of the Red-headed
2491,League,MISC,{'MISC': 0.98763800194514},the_red_headed_league,League,League
2517,League,MISC,{'MISC': 0.99024456705825},the_red_headed_league,League,League
2522,American,MISC,{'MISC': 0.99981147140676},the_red_headed_league,American,American
2525,Ezekiah Hopkins,PERSON,{'PERSON': 0.99669836627952},the_red_headed_league,Ezekiah Hopkins,Ezekiah Hopkins
2665,American,MISC,{'MISC': 0.99988311307672},the_red_headed_league,American,American
2669,London,LOCATION,{'LOCATION': 0.99799450399342},the_red_headed_league,London,London
2730,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
2826,Vincent Spaulding,PERSON,{'PERSON': 0.99594652420655},the_red_headed_league,Vincent Spaulding,other
2906,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
2939,Fleet Street,LOCATION,,the_red_headed_league,Fleet Street,Fleet Street
2950,Pope,PERSON,{'PERSON': 0.83376998438568},the_red_headed_league,Pope,other
3009,Spaulding,PERSON,{'PERSON': 0.91444258081421},the_red_headed_league,Spaulding,other
3044,Spaulding,PERSON,{'PERSON': 0.68693765229362},the_red_headed_league,Spaulding,other
3138,Holmes,PERSON,{'PERSON': 0.99790672079922},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
3289,Mr. Jabez Wilson,PERSON,,the_red_headed_league,Jabez Wilson,Jabez Wilson
3309,League,MISC,{'MISC': 0.60489501009198},the_red_headed_league,League,League
3576,Mr. Duncan Ross,PERSON,,the_red_headed_league,Duncan Ross,Duncan Ross
3603,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
3695,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
3811,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
3816,Vincent Spaulding,PERSON,{'PERSON': 0.99976492851667},the_red_headed_league,Vincent Spaulding,other
3864,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
3868,Thursday,DATE,{'DATE': 0.9940494113913},the_red_headed_league,Thursday,Thursday
3870,Friday,DATE,{'DATE': 0.9938460033279},the_red_headed_league,Friday,Friday
3871,evening,TIME,{'TIME': 0.93717401032448},the_red_headed_league,evening,evening
4061,Mr. Duncan Ross,PERSON,,the_red_headed_league,Duncan Ross,Duncan Ross
4163,Mr. Jabez Wilson,PERSON,,the_red_headed_league,Jabez Wilson,Jabez Wilson
4306,Vincent Spaulding,PERSON,{'PERSON': 0.99978247528322},the_red_headed_league,Vincent Spaulding,other
4372,Pope,PERSON,{'PERSON': 0.80000592420573},the_red_headed_league,Pope,other
4402,Mr. Duncan Ross,PERSON,,the_red_headed_league,Duncan Ross,Duncan Ross
4487,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
4492,Saturday,DATE,{'DATE': 0.98678855962401},the_red_headed_league,Saturday,Saturday
4541,Mr. Duncan Ross,PERSON,,the_red_headed_league,Duncan Ross,Duncan Ross
4633,Abbots,MISC,{'MISC': 0.99203798368097},the_red_headed_league,Abbots,Abbots
4637,Armour,PERSON,{'PERSON': 0.43088705483584},the_red_headed_league,Armour,other
4641,Attica,LOCATION,{'LOCATION': 0.98785863381882},the_red_headed_league,Attica,Attica
4706,this morning,TIME,{'TIME': 0.9277725842592},the_red_headed_league,this morning,this morning
4784,Red-headed League,MISC,{'MISC': 0.9997041427967},the_red_headed_league,Red-headed League,Red-headed League
4790,"October 9, 1890",DATE,{'DATE': 0.95233996951524},the_red_headed_league,"October 9, 1890","October 9, 1890"
4795,Sherlock Holmes,PERSON,{'PERSON': 0.99910283839844},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
4886,Holmes,PERSON,{'PERSON': 0.96129724760616},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
5022,Red-headed League,MISC,{'MISC': 0.99950893905003},the_red_headed_league,Red-headed League,Red-headed League
5044,Mr. Duncan Ross,PERSON,,the_red_headed_league,Duncan Ross,Duncan Ross
5103,William Morris,PERSON,{'PERSON': 0.99813502867079},the_red_headed_league,William Morris,William Morris
5160,King Edward Street,LOCATION,,the_red_headed_league,King Edward Street,King Edward Street
5165,St. Paul,LOCATION,{'LOCATION': 0.8054042518751},the_red_headed_league,St. Paul,St. Paul
5175,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
5205,Mr. William Morris,PERSON,,the_red_headed_league,William Morris,William Morris
5209,Mr. Duncan Ross,PERSON,,the_red_headed_league,Duncan Ross,Duncan Ross
5224,Holmes,PERSON,{'PERSON': 0.95420626106334},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
5231,Saxe-Coburg Square,LOCATION,{'LOCATION': 0.86675889561739},the_red_headed_league,Saxe-Coburg Square,Saxe-Coburg Square
5277,Mr. Holmes,PERSON,,the_red_headed_league,Sherlock Holmes,Sherlock Holmes
5334,Holmes,PERSON,{'PERSON': 0.97881908711768},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
5387,Mr. Jabez Wilson,PERSON,,the_red_headed_league,Jabez Wilson,Jabez Wilson
5414,Holmes,PERSON,{'PERSON': 0.97272415622508},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
5555,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
5659,Vincent Spaulding,PERSON,{'PERSON': 0.9942332791735},the_red_headed_league,Vincent Spaulding,other
5701,Holmes,PERSON,{'PERSON': 0.98848522567073},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
5763,Holmes,PERSON,{'PERSON': 0.98278935040973},the_red_headed_league,Sherlock Holmes,Sherlock Holmes
5832,Mr. Wilson,PERSON,,the_red_headed_league,Mr. Wilson,Mr. Wilson
5860,Saturday,DATE,{'DATE': 0.97175995984004},the_red_headed_league,Saturday,Saturday
